"Subject","Start Date","Start Time","End Date","End Time","All day event","Location","Description"
"Tennis v Christ Church Grammar School Perth, Aus (VoWH)","2014-6-25","2:00:00 PM","","3:00:00 PM","False","",""
"Cricket v St Hugh's: 13A (A); 13B, 12A (H)","2014-6-25","2:00:00 PM","","6:00:00 PM","False","",""
"Golf v Reading Blue Coats, Drayton Golf Club","2014-6-25","3:00:00 PM","","3:00:00 PM","False","",""
"Abingdon Naturalists, CMR","2014-6-25","7:00:00 PM","","7:00:00 PM","False","",""
"Lower School Gala Concert, Amey Theatre","2014-6-25","7:00:00 PM","","7:00:00 PM","False","","First Year Choir, Lower School Band, Ensembles and Solos, admission free"
"WEEK A","2014-6-26","","","","True","",""
"2nd Year History Trip to Hampton Court Palace","2014-6-26","9:00:00 AM","","9:00:00 AM","False","",""
"1st Year 2014 Induction Day, CMR, Lacies Court Garden (Entertainment Suite if wet)","2014-6-26","9:15:00 AM","","4:00:00 PM","False","",""
"Carnegie Forum, Abingdon Guildhall","2014-6-26","10:30:00 AM","","2:30:00 PM","False","",""
"Cricket v MCC: 1st (H)","2014-6-26","11:30:00 AM","","6:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-6-26","2:30:00 PM","","4:30:00 PM","False","",""
"Tennis v MCS: U15A, U15B (H). U14A, U14B (A).","2014-6-26","4:00:00 PM","","5:00:00 PM","False","",""
"A Level Art & Design Show","2014-6-26","5:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2014-6-27","","","","True","",""
"Cricket v Scotch College (Aust): 1st (H)","2014-6-27","12:00:00 PM","","7:00:00 PM","False","",""
"Rowing: Henley Royal Regatta qualifying races (J18 (L6 & U6)","2014-6-27","12:00:00 PM","","1:00:00 PM","False","",""
"4th Year Biology field trip to Margam Park (until 29th June)","2014-6-27","12:00:00 PM","","1:00:00 PM","False","","RKJ"
"Athletics Day at Tilsley Park; 3rd yr, 4th yr & L6th","2014-6-27","1:00:00 PM","","4:00:00 PM","False","",""
"First Year History of the School Talk and Walk","2014-6-27","1:00:00 PM","","4:00:00 PM","False","",""
"Lunchtime Informal Concert, Amey Theatre foyer","2014-6-27","1:10:00 PM","","1:10:00 PM","False","",""
"Tennis v OA's: 1st VIII, North Oxford LTC, Banbury Road","2014-6-27","4:00:00 PM","","4:00:00 PM","False","",""
"Detention Duty master: Mr Swanwick","2014-6-27","5:00:00 PM","","7:00:00 PM","False","",""
"Jazz on a Summer Evening","2014-6-27","7:00:00 PM","","7:00:00 PM","False","","An evening with the Big Band. Tickets £6, £4, (concessions), £16, (family)
"
"Duty Masters: Mr Hughes and Miss Spurling-Holt","2014-6-28","","","","True","",""
"Leavers Day and Prize Giving","2014-6-28","","","","True","",""
"CANCELLED - CCF: RAF Summer Camp (until 5th July)","2014-6-28","","","","True","",""
"Tennis Independent School Tennis Association (Eton College) U18, U15","2014-6-28","9:00:00 AM","","10:00:00 AM","False","",""
"Leavers' Service with Chapel Choir, St Michael's Church","2014-6-28","9:30:00 AM","","9:30:00 AM","False","",""
"Prize Giving, Amey Theatre","2014-6-28","11:00:00 AM","","11:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-6-28","11:00:00 AM","","12:00:00 PM","False","",""
"Cricket v Winchester College: 1st (1200), 14A, 14B, 14C, 13A (H); 2nd, 16A, 15A, 15B, 15C (A)","2014-6-28","2:15:00 PM","","7:15:00 PM","False","",""
"Griffen Ball","2014-6-28","7:00:00 PM","","7:00:00 PM","False","",""
"2nd Sunday after Trinity","2014-6-29","","","","True","",""
"Rowing: Reading Town Regatta, J15-J18 (Yr.4-U6)","2014-6-29","","","","True","",""
"Tennis Independent School Tennis Association (Eton College) U18, U15.","2014-6-29","9:00:00 AM","","10:00:00 AM","False","",""
"DoE Gold walking assessed expedition, Lakes (until 3rd July)","2014-6-29","9:00:00 AM","","9:00:00 AM","False","",""
"Music Tour Rehearsal Day (First Orchestra and Chapel Choir), Amey Theatre","2014-6-29","10:00:00 AM","","4:00:00 PM","False","","First Orchestra and Chapel Choir"
"Lower Sixth DoE Gold canoeing assessment, River Wye (until 3rd July)","2014-6-29","2:00:00 PM","","2:00:00 PM","False","","SMN"
"5th Year DoE Silver canoeing assessment, River Wye (until 2nd July)","2014-6-29","2:00:00 PM","","2:00:00 PM","False","","SMN"
"WEEK B","2014-6-30","","","","True","",""
"Lower Sixth Career skills day (tbc), Amey Theatre, CMR and Ingham Room","2014-6-30","9:00:00 AM","","9:00:00 AM","False","",""
"Tennis Independent School Tennis Association (Eton College) U18, U15, U13.","2014-6-30","9:00:00 AM","","10:00:00 AM","False","",""
"1st Year classics trip to Fishbourne","2014-6-30","9:00:00 AM","","9:00:00 AM","False","","CB"
"Cricket: Prep School U10's Festival (Day 1)","2014-6-30","10:00:00 AM","","4:00:00 PM","False","",""
"Summer Boarding Taster Event (until 1.30pm Tuesday), Crescent/Davies' Houses","2014-6-30","3:30:00 PM","","3:30:00 PM","False","",""
"Join Artist in Residence and Art Scholar/Exhibitioner Show","2014-6-30","5:00:00 PM","","7:00:00 PM","False","",""
"Lower Sixth: Deadline for submission of outline for Summer Research Project","2014-6-30","5:15:00 PM","","5:15:00 PM","False","","BW"
"WEEK B","2014-7-1","","","","True","",""
"CCF Army OTC camp (until 6th July)","2014-7-1","","","","True","","EAK"
"Summer Boarding Taster Event","2014-7-1","9:00:00 AM","","1:30:00 PM","False","",""
"Tennis Independent Schools' Tennis Association (Eton College) U18, U15, U13.","2014-7-1","9:00:00 AM","","10:00:00 AM","False","",""
"Cricket: Prep School U10's Festival (Day 2)","2014-7-1","10:00:00 AM","","4:00:00 PM","False","",""
"Lower Sixth Business and Economics trip to Jaguar, Birmingham","2014-7-1","11:00:00 AM","","11:00:00 AM","False","",""
"Lower School 'Be the Best' Celebration, Amey Theatre and Foyer","2014-7-1","7:00:00 PM","","7:00:00 PM","False","","AJJ"
"WEEK B","2014-7-2","","","","True","",""
"Rowing: Henley Royal Regatta, J18 (L6 & U6)","2014-7-2","","","","True","",""
"Tutor time","2014-7-2","8:45:00 AM","","9:00:00 AM","False","",""
"Tennis Singles Tournament (MCS).","2014-7-2","10:00:00 AM","","11:00:00 AM","False","",""
"Inter House Sports Competitions","2014-7-2","1:00:00 PM","","5:00:00 PM","False","",""
"Pre-Tour Music Concert, Amey Theatre","2014-7-2","7:00:00 PM","","7:00:00 PM","False","","Tickets £6, £4, (concessions), £16, (family)"
"WEEK B","2014-7-3","","","","True","",""
"Art Scholars Exhibitioners' trip to the Cass foundation (Sculpture Park, Chichester)","2014-7-3","","","","True","","KEB"
"Tennis Singles Tournament (MCS).","2014-7-3","10:00:00 AM","","11:00:00 AM","False","",""
"Cricket v Leopards XI (South Africa): 1st, 16A (H)","2014-7-3","11:30:00 AM","","5:30:00 PM","False","",""
"Lower School Swimming Gala","2014-7-3","12:00:00 PM","","3:00:00 PM","False","",""
"Detention Duty master: Mr Franklin","2014-7-3","5:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2014-7-4","","","","True","",""
"House Assembly & Head's Assembly","2014-7-4","8:45:00 AM","","9:00:00 AM","False","",""
"OA Club: Strawberries and Pimm's at Henley Royal Regatta during the afternoon tea break (if Abingdon are still in the draw)","2014-7-4","12:00:00 PM","","12:00:00 PM","False","",""
"Term ends (1.00pm)","2014-7-4","1:00:00 PM","","1:00:00 PM","False","",""
"Rush Common Summer Concert, Amey Theatre","2014-7-5","","","","True","","Sandra Wallis, Rush Common"
"Orchestra & Chapel Choir Tour to Catalonia (until 12th July)","2014-7-5","","","","True","",""
"CANCELLED - CCF: Army Summer Camp","2014-7-5","","","","True","","EAK"
"3rd Sunday after Trinity","2014-7-6","","","","True","",""
"Moldova Project Trip (until 17th July)","2014-7-7","","","","True","","AJJ"
"Rowing: GB Junior Final Trials, J18 (L6 & U6) (until 14th July)","2014-7-10","","","","True","",""
"Trip to China (until 24 July)","2014-7-10","","","","True","","LM"
"4th Sunday after Trinity","2014-7-13","","","","True","",""
"5th Sunday after Trinity","2014-7-20","","","","True","",""
"Abingdon Naturalists, Ingham Room","2014-7-23","7:00:00 PM","","7:00:00 PM","False","",""
"6th Sunday after Trinity","2014-7-27","","","","True","",""
"7th Sunday after Trinity","2014-8-3","","","","True","",""
"8th Sunday after Trinity","2014-8-10","","","","True","",""
"9th Sunday after Trinity","2014-8-17","","","","True","",""
"10th Sunday after Trinity","2014-8-24","","","","True","",""
"New Staff INSET Day","2014-8-28","10:00:00 AM","","10:00:00 AM","False","",""
"Rugby: Brentwood Festival: 1sts (A) (Until 30th Aug)","2014-8-29","","","","True","",""
"Rugby: Blundell's Festival: 16's (A) (Until 30th Aug)","2014-8-29","","","","True","",""
"Staff INSET day","2014-8-29","9:00:00 AM","","9:00:00 AM","False","",""
"Rugby: RGS Guildford Festival: 15's (A)","2014-8-30","","","","True","",""
"11th Sunday after Trinity","2014-8-31","","","","True","",""
"New boarders","2014-8-31","","","","True","",""
"Boarders return","2014-9-1","","","","True","",""
"First year induction","2014-9-1","8:35:00 PM","","8:35:00 PM","False","",""
"Term begins (first day back for Lower Sixth)","2014-9-2","8:35:00 AM","","8:35:00 AM","False","",""
"Scholars Induction Ceremony, Amey Theatre/Lacies Court garden","2014-9-5","5:30:00 PM","","7:30:00 PM","False","",""
"Rugby Trial matches: 16C, 16D, 15C, 15D, 15E, 14C, 14D, 14E (H)","2014-9-6","12:00:00 PM","","3:00:00 PM","False","",""
"Rugby v Wellington: 3rd, 4th (A)","2014-9-6","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v St Edward's: 1st, 2nd, 15A, 15B (A); 16A, 16B, 14A, 14B (H)","2014-9-6","2:30:00 PM","","4:30:00 PM","False","",""
"12th Sunday after Trinity","2014-9-7","","","","True","",""
"Rugby: Dragon Festival: 13A (A)","2014-9-10","11:00:00 AM","","4:00:00 PM","False","",""
"3rd Year parents' social evening, Amey Theatre & Houserooms","2014-9-11","7:15:00 PM","","9:00:00 PM","False","","PDBG"
"Heritage Open Day","2014-9-13","","","","True","",""
" Bronze DofE Canoeing Planning Morning","2014-9-13","9:00:00 AM","","11:00:00 AM","False","","SMN"
"Rugby v Lord Wandsworth: 4th, 14E (H); 16D, 15D (A)","2014-9-13","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v Berkhamsted: 1st, 2nd, 3rd, 14A, 14B, 14C, 14D (H); 16A, 16B, 16C, 15A, 15B, 15C, 15E (A)","2014-9-13","2:30:00 PM","","4:30:00 PM","False","",""
"13th Sunday after Trinity","2014-9-14","","","","True","",""
"Rugby v Cokethorpe: 13A, 13B, 12A, 12B (A)","2014-9-16","3:30:00 PM","","5:30:00 PM","False","",""
"Joint Parents' Prayer Group meeting, St Helen's","2014-9-16","8:00:00 PM","","8:00:00 PM","False","",""
"Rugby v Cokethorpe: 3rd (A); 15B, 14B (H)","2014-9-17","2:30:00 PM","","4:30:00 PM","False","",""
"Elevate Education: Study Sensai (4th Year Seminar)","2014-9-18","1:25:00 PM","","2:40:00 PM","False","","PDBG"
"Elevate Education: Time Management (3rd Year Seminar)","2014-9-19","1:35:00 PM","","2:50:00 PM","False","","PDBG"
"Activities Priority Weekend","2014-9-20","","","","True","",""
"4th Year Bronze DoE canoeing training, River Thames (until 21st Sept) - tbc","2014-9-20","9:00:00 AM","","9:00:00 AM","False","","SMN"
"John Roysse Lodge Meetings & Dinner, CMR/Avernus or Dining Hall","2014-9-20","2:00:00 PM","","2:00:00 PM","False","","All 2.00 pm - 7.00 pm meeting in the CMR and dinner in Avernus or Dining Hall from 7.15 pm."
"Rugby 1st XV v OAs","2014-9-20","2:00:00 PM","","2:00:00 PM","False","",""
"14th Sunday after Trinity","2014-9-21","","","","True","",""
"CCF: Army Air Corps visit with a Lynx helicopter","2014-9-23","12:00:00 PM","","1:00:00 PM","False","","EAK"
"Rugby v MCS: 1st, 2nd, 15A, 15B, 15D (H)","2014-9-24","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v MCS: 14A, 14B, 14D (A)","2014-9-24","4:30:00 PM","","6:30:00 PM","False","",""
" USA Universities Parents information session, Amey Theatre","2014-9-24","7:00:00 PM","","7:00:00 PM","False","",""
"Abingdon Naturalists, Ingham Room","2014-9-24","7:00:00 PM","","7:00:00 PM","False","",""
"Sponsored Walk","2014-9-25","","","","True","",""
"1st Year Photographs, Amey Theatre Foyer","2014-9-26","12:30:00 PM","","12:30:00 PM","False","","AJJ"
"Open Day (for all except first years who are not involved in an activity)","2014-9-27","10:00:00 AM","","10:00:00 AM","False","",""
"BBQ for OAs, Lacies Court Garden/Dining Hall","2014-9-27","11:30:00 AM","","2:00:00 PM","False","",""
"Rugby v Cheltenham: 1st, 2nd, 3rd, 4th, 16A, 16B, 16C (A); 15A, 15B, 15C, 14A, 14B, 14C, 14D (H)","2014-9-27","2:30:00 PM","","4:30:00 PM","False","",""
"German Exchange at Abingdon (until 8th Oct.)","2014-9-28","","","","True","","ACW"
"15th Sunday after Trinity","2014-9-28","","","","True","",""
"Reception for Hong  Kong community, Excelsior Hotel, Hong Kong","2014-9-29","6:30:00 PM","","8:30:00 PM","False","",""
"Late Pre-Test Third Year 2015","2014-10-1","8:30:00 AM","","8:30:00 AM","False","",""
"CCF Field Day","2014-10-1","9:00:00 AM","","9:00:00 AM","False","",""
"Rugby v Abingdon Prep: 13A, 12A, 12B (A)","2014-10-1","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v St Paul's: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D, 14E (H); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D, 15E (A)","2014-10-4","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v MCS: 13A, 13B (H); 12A, 12B (A)","2014-10-7","3:15:00 PM","","5:15:00 PM","False","",""
"House singing practices","2014-10-8","12:10:00 PM","","12:10:00 PM","False","",""
"Sixth Form Open Evening, Mercers Court (CHR, Westridge Room, Maths Classrooms)","2014-10-8","5:00:00 PM","","7:00:00 PM","False","","NJOD"
"House singing practice","2014-10-9","3:45:00 PM","","3:45:00 PM","False","","MAS"
"Waterloo Army Band, Amey Theatre","2014-10-9","7:00:00 PM","","8:00:00 PM","False","",""
"House singing practice","2014-10-10","4:00:00 PM","","4:00:00 PM","False","","MAS"
"ASPA 3rd Year Italian Night, CMR/Dining Hall","2014-10-10","8:00:00 PM","","8:00:00 PM","False","",""
"Rugby v Radley: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D, 14E (A); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D, 15E (H)","2014-10-11","2:30:00 PM","","4:30:00 PM","False","",""
"House singing practice","2014-10-13","4:00:00 PM","","4:00:00 PM","False","","MAS"
"House singing practices; CCF continues","2014-10-14","3:45:00 PM","","3:45:00 PM","False","","MAS"
"House singing practice","2014-10-15","12:10:00 PM","","12:10:00 PM","False","","MAS"
"House singing competition, Amey Theatre","2014-10-15","3:30:00 PM","","3:30:00 PM","False","","MAS"
"Lower Sixth Gold DoE canoeing training, River Thames (until 19th October) - tbc","2014-10-16","9:00:00 AM","","9:00:00 AM","False","","SMN"
"Rugby: Langley Park Festival: U15's (A) (Until 19th Oct)","2014-10-17","","","","True","",""
"5th Year Silver DoE canoeing training, River Thames (until 19th October) - tbc","2014-10-17","9:00:00 AM","","9:00:00 AM","False","",""
"Half term","2014-10-17","5:15:00 PM","","5:15:00 PM","False","",""
"Third Year 2016 Pre-Test","2014-10-18","9:00:00 AM","","9:00:00 AM","False","",""
"Rugby: Dorset Tour: 3rd/4th XV (Until 22nd Oct)","2014-10-20","","","","True","",""
"Rugby: Somerset Tour: 14A, 14B (Until 22nd Oct)","2014-10-20","","","","True","",""
" 5th Year Nepal trip (until 2nd Nov.)","2014-10-22","12:00:00 PM","","1:00:00 PM","False","","MGD"
"Abingdon Naturalists, Ingham Room","2014-10-22","7:00:00 PM","","7:00:00 PM","False","",""
"Term restarts","2014-11-3","8:35:00 AM","","8:35:00 AM","False","",""
" Physics trip to the JET Fusion Reactor at the Culham Science Centre.","2014-11-4","12:00:00 PM","","1:00:00 PM","False","","BDS. 15 students from the lower 6th and 15 from the upper 6th"
"Late Pre-Test Third Year 2016 and Sixth Form 2015 (local boys)","2014-11-5","9:00:00 AM","","9:00:00 AM","False","",""
"Rugby v CCCS: 13B (A)","2014-11-5","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v St Hugh's: 13A, 13C, 13D (H)","2014-11-5","2:30:00 PM","","4:30:00 PM","False","",""
"1st Year 2015 Taster Morning, Amey Theatre foyer, Lower School Houseroom, Sports Centre & Hospitality Suite","2014-11-8","9:30:00 AM","","12:00:00 PM","False","","AJJ"
"Rugby v Eton: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D, 14E (A); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D, 15E (H)","2014-11-8","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v Dragon: 13A, 13C (H); 13B, 13D (A)","2014-11-12","2:30:00 PM","","4:30:00 PM","False","",""
"Parents' Prayer Group meeting, Abingdon Prep.","2014-11-13","8:00:00 PM","","8:00:00 PM","False","",""
"Third Year 2016 Interviews","2014-11-14","8:30:00 AM","","8:30:00 AM","False","",""
"John Roysse Lodge Meetings & Dinner, CMR/Avernus or Dining Hall","2014-11-15","2:00:00 PM","","2:00:00 PM","False","","All 2.00 pm - 7.00 pm meeting in the CMR and dinner in Avernus or Dining Hall from 7.15 pm."
"Rugby v Rugby: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D (H); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D (A)","2014-11-15","2:30:00 PM","","4:30:00 PM","False","",""
"Discover Abingdon, Amey Theatre Foyer/Hospitality Suite","2014-11-19","10:00:00 AM","","1:30:00 PM","False","",""
"Abingdon Naturalists, Ingham Room","2014-11-19","7:00:00 PM","","7:00:00 PM","False","",""
"History Reception, CMR","2014-11-20","6:30:00 PM","","7:00:00 PM","False","",""
"1st World War Centenary Lecture: Gary Sheffield, Amey Theatre & Foyer","2014-11-20","7:00:00 PM","","9:30:00 PM","False","","Sarah Wearne"
" 1st Year 2015 Taster Morning, Amey Theatre foyer, Lower School Houseroom, Sports Centre & Hospitality Suite","2014-11-22","9:30:00 AM","","12:00:00 PM","False","",""
"Rugby v RGS Guildford: 16A, 16B, 16C, 12A, 12B (A); 13A, 13B (H)","2014-11-22","10:30:00 AM","","12:30:00 PM","False","",""
"Rugby v RGS Guildford: 1st, 2nd, 3rd, 4th, 15A, 15B, 15C (H)14A, 14B, 14C, 14D (A)","2014-11-22","2:15:00 PM","","4:15:00 PM","False","",""
"Rugby; Wellington Festival: 13A (A)","2014-11-26","1:00:00 PM","","5:00:00 PM","False","",""
"Oxford German Network baking competition and Christmas party, CMR","2014-11-26","4:30:00 PM","","6:30:00 PM","False","","ACW"
"Rugby; Abingdon Prep 7's: 13's (A)","2014-11-28","1:00:00 PM","","5:00:00 PM","False","",""
"Rugby v Bedford: 15A, 15B, 15C, 15D, 15E (A)","2014-11-29","1:15:00 PM","","3:15:00 PM","False","",""
"Rugby v Bedford: 1st, 2nd, 3rd, 4th (A); 16A, 16B, 16C, 16D, 14A, 14B, 14C, 14D, 14E (H)","2014-11-29","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v Moulsford: 13A, 13C (A); 13B, 13D (H)","2014-12-3","2:30:00 PM","","4:30:00 PM","False","",""
"Abingdon School Chapel Choir at Mercers' Hall, London","2014-12-5","12:00:00 PM","","1:00:00 PM","False","","MAS"
"Rugby v Marlborough: 1st, 2nd, 3rd, 4th, 16A, 16B, 16C, 16D (H); 15A, 15B, 15C, 15D, 15E, 14A, 14B, 14C, 14D, 14E (A)","2014-12-6","2:30:00 PM","","4:30:00 PM","False","",""
" Parents' Carol Service with Chapel Choir, St Helen's Church","2014-12-8","7:30:00 PM","","7:30:00 PM","False","",""
"Inter House Sports Competitions","2014-12-10","1:00:00 PM","","5:00:00 PM","False","",""
"Abingdon Naturalists, CMR","2014-12-10","7:00:00 PM","","7:00:00 PM","False","",""
"Term ends","2014-12-12","1:00:00 PM","","1:00:00 PM","False","",""
