"Subject","Start Date","Start Time","End Date","End Time","All day event","Location","Description"
"Detention Master: Mr Christodoulou","2013-12-6","5:00:00 PM","","7:00:00 PM","False","",""
"U18/U16 Indoor Hockey Evening","2013-12-6","5:00:00 PM","","6:00:00 PM","False","",""
"Christmas Concert No.2, Amey Theatre","2013-12-6","7:00:00 PM","","7:00:00 PM","False","","Tickets £6.00, £4.00 (concessions), £16.00, (family). Wine"
"Duty Masters: Mr Winters and Mr Grills","2013-12-7","","","","True","",""
"Badminton v Stowe (A)","2013-12-7","2:00:00 PM","","2:00:00 PM","False","",""
"Rugby v Marlborough College: 1st, 2nd, 3rd, 4th, 16A, 16B, 16C, 16D (A); 15A, 15B, 15C, 15D, 15E, 14A, 14B, 14C, 14D, 14E (H)","2013-12-7","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby: Touchliners Leaving Dinner, CMR/Dining Hall","2013-12-7","7:00:00 PM","","12:00:00 AM","False","",""
"2nd Sunday in Advent","2013-12-8","","","","True","",""
"Rowing: Wallingford Fours and Eights Head","2013-12-8","","","","True","",""
"Boarders' Activity: Ice Skating and Christmas Fair in Hyde Park, London","2013-12-8","","","","True","",""
"Cross Country: Bicester 10k Road Race","2013-12-8","9:00:00 AM","","2:00:00 PM","False","",""
"CANCELLED Indoor Hockey: Independent Schools Hockey League Tournaments, U18's at Bradfield, U16's at MCS, U14's at Abingdon","2013-12-8","12:00:00 PM","","4:00:00 PM","False","",""
"Thames Vale Youth Orchestra Concert, St Helen's Church","2013-12-8","7:30:00 PM","","7:30:00 PM","False","",""
"WEEK A","2013-12-9","","","","True","",""
"Duty Masters: Mr Bliss","2013-12-9","","","","True","",""
"Sixth Form psychologists visit to Science and Pseudoscience Conference, Bristol","2013-12-9","","","","True","","DCB"
"Southwell-Sander's Carol Service Reception, CMR","2013-12-9","4:30:00 PM","","4:30:00 PM","False","",""
"WEEK A","2013-12-10","","","","True","",""
"Duty Masters: Mr Newton and Mr Whitworth","2013-12-10","","","","True","",""
"U15/U14 Indoor Hockey Evening","2013-12-10","5:00:00 PM","","6:00:00 PM","False","",""
"Boyd's House Parents and Boys evening","2013-12-10","7:00:00 PM","","7:00:00 PM","False","","DAB"
"WEEK A","2013-12-11","","","","True","",""
"Duty Masters: Miss Hicks and Miss Lee","2013-12-11","","","","True","",""
"Tutor Time","2013-12-11","8:45:00 AM","","9:00:00 AM","False","",""
"Inter House Sports Competitions","2013-12-11","1:30:00 PM","","5:00:00 PM","False","",""
"Rugby: Lower School Awards Evening, Sports Centre Entertainment Suite","2013-12-11","7:00:00 PM","","10:00:00 PM","False","",""
"WEEK A","2013-12-12","","","","True","",""
"Duty Masters: Mr Moody and Mr Hughes","2013-12-12","","","","True","",""
" Deadline for U6 Theatre Studies first draft of SWED & first draft of L6 Unit 1 Notes  (Email and hard copy) in lesson","2013-12-12","","","","True","",""
"Spanish U6 Day Study Trip to British Film Institute","2013-12-12","9:00:00 AM","","9:00:00 AM","False","","SAP"
"Lower School Carol Service, Abingdon Baptist Church","2013-12-12","3:00:00 PM","","3:00:00 PM","False","",""
"Detention Master: Mr Webb","2013-12-12","5:00:00 PM","","7:00:00 PM","False","",""
"Boarders' Carol Service & Dinner (with Chapel Choir)","2013-12-12","6:00:00 PM","","6:00:00 PM","False","",""
"WEEK A","2013-12-13","","","","True","",""
"Duty Masters: Mr Hindley and Mr Dawswell","2013-12-13","","","","True","",""
"3rd Year French trip to Paris and Disneyland (until 16th Dec.)","2013-12-13","","","","True","","JAM"
"CANCELLED Senior Hockey tour to Dublin","2013-12-13","","","","True","","SRB"
"School Carol Service, St Helen's Church","2013-12-13","11:30:00 AM","","11:30:00 AM","False","",""
"CCF Ski trip to Wengen, Switzerland (until 20th Dec.)","2013-12-13","12:00:00 PM","","1:00:00 PM","False","","EAK"
"Term Ends","2013-12-13","1:00:00 PM","","1:00:00 PM","False","",""
"3rd Sunday in Advent","2013-12-15","","","","True","",""
"Nantes GB Junior camp (until 22nd December)","2013-12-15","12:00:00 PM","","1:00:00 PM","False","",""
"Rowing: Wimbleball Small Boat Camp, Somerset (until 19th Dec.)","2013-12-16","","","","True","",""
"4th Sunday in Advent","2013-12-22","","","","True","",""
"OAs, FASB, ASBC Xmas Pudding Racing","2013-12-23","12:00:00 PM","","1:00:00 PM","False","",""
"U16 Pre-season Football training, War Mem. field.","2014-1-2","10:00:00 AM","","12:30:00 PM","False","","NJOD"
"Pre-Season Hockey: Seniors, U16, U15 and U14","2014-1-4","","","","True","",""
"U16 Pre-season Football training, War Mem. field","2014-1-4","10:30:00 AM","","12:00:00 PM","False","","NJOD"
"Pre Season Football - 1st xi, 2nd xi","2014-1-4","12:00:00 PM","","3:00:00 PM","False","","DCS"
"2nd Sunday after Christmas","2014-1-5","","","","True","",""
"Pre-Season Hockey: Seniors, U16, U15 and U14","2014-1-5","","","","True","",""
"Epiphany","2014-1-6","","","","True","",""
"Pre-Season Hockey: Seniors, U16, U15 and U14.","2014-1-6","","","","True","",""
"Rowing: Safety & Training INSET","2014-1-6","","","","True","",""
"INSET","2014-1-6","9:00:00 AM","","9:00:00 AM","False","",""
"Hockey v Stowe and KES Southampton: 1st, 2nd (H)","2014-1-6","2:00:00 PM","","3:00:00 PM","False","",""
"""Bull"" Joint Senior Show Rehearsal, St Helen's Studio","2014-1-6","2:00:00 PM","","6:00:00 PM","False","",""
"CCF: Staff WHTs","2014-1-6","4:00:00 PM","","4:00:00 PM","False","",""
"Boarders return (evening)","2014-1-6","5:00:00 PM","","5:00:00 PM","False","",""
"WEEK B","2014-1-7","","","","True","",""
"Term begins","2014-1-7","8:35:00 AM","","8:35:00 AM","False","",""
"5th Year Mock GCSE exams (until 13 January)","2014-1-7","9:00:00 AM","","9:00:00 AM","False","","VEH"
"First Instrumental Teaching Day","2014-1-7","9:00:00 AM","","9:00:00 AM","False","",""
"Boarders' Chapel","2014-1-7","6:00:00 PM","","6:00:00 PM","False","",""
"WEEK B","2014-1-8","","","","True","",""
"Head's Assembly","2014-1-8","8:45:00 AM","","9:00:00 AM","False","",""
"Hockey v St Hugh's; 13's, 12's (H)","2014-1-8","2:30:00 PM","","4:00:00 PM","False","",""
"Hockey v Pangbourne; 1st (A)","2014-1-8","4:00:00 PM","","6:00:00 PM","False","",""
"WEEK B","2014-1-9","","","","True","",""
"Lower Sixth meeting for all prospective Medic, Vet, Dentist & Oxbridge Candidates, Amey Theatre","2014-1-9","1:00:00 PM","","1:00:00 PM","False","","BW"
"New Views Playwriting programme, Session 7, Drama Classroom & Studio","2014-1-9","5:15:00 PM","","7:15:00 PM","False","","Session 7, New Views Playwriting programme, Drama Classroom & Studio, 4.30pm-6.30pm
"
"WEEK B","2014-1-10","","","","True","",""
"U6 Theatre Studies Lectures with Dr Nick Walton, Shakespeare Centre, Stratford (tbc)","2014-1-10","9:00:00 AM","","3:00:00 PM","False","",""
"Detention Master: Mr Davies","2014-1-10","5:00:00 PM","","7:00:00 PM","False","",""
"New Views Playwriting programme, Session 8 (Final), Drama Classroom & Studio","2014-1-10","5:15:00 PM","","7:15:00 PM","False","",""
"Duty Masters: Mrs Bennison and Mr Franklin","2014-1-11","","","","True","",""
"1st Year 2014 entrance exam (11+)","2014-1-11","9:00:00 AM","","9:00:00 AM","False","",""
"DoE Gold walking training","2014-1-11","9:00:00 AM","","12:00:00 PM","False","",""
"CCF Staff Planning Day","2014-1-11","9:00:00 AM","","9:00:00 AM","False","",""
"Cross Country: The Knole Run Sevenoaks","2014-1-11","11:00:00 AM","","6:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-1-11","11:00:00 AM","","12:00:00 PM","False","",""
"Hockey v St Edward's: 1st, 2nd, 3rd, 16A, 16B (A); 15A, 15B, 15C, 14A, 14B, 14C (H)","2014-1-11","1:30:00 PM","","5:30:00 PM","False","",""
"Football v  Haileybury: 1st xi, 2nd xi, 3rd xi, 4th xi, 5th xi, (H) U16A,B, U15A,B,C, U14A,B,C (A)","2014-1-11","2:30:00 PM","","2:30:00 PM","False","",""
"Boarders' Activities: Poker and Wii night","2014-1-11","7:00:00 PM","","7:00:00 PM","False","",""
"Baptism of Christ the 1st Sunday of Epiphany","2014-1-12","","","","True","",""
"""Bull"" Joint Senior Show Rehearsal, St Helen's Studio","2014-1-12","2:00:00 PM","","6:00:00 PM","False","",""
"WEEK A","2014-1-13","","","","True","",""
"1st Years: German teaching begins this week","2014-1-13","9:00:00 AM","","10:00:00 AM","False","",""
"WEEK A","2014-1-14","","","","True","",""
"Fifth Year lessons resume","2014-1-14","9:00:00 AM","","9:00:00 AM","False","",""
"National U18 Hockey Cup v Charterhouse (H)","2014-1-14","4:30:00 PM","","6:30:00 PM","False","",""
"Governors' reception for staff - whole foundation, Hospitality Suite","2014-1-14","5:30:00 PM","","5:30:00 PM","False","",""
"Presentation for Lower School parents 'Your son and the internet', CMR","2014-1-14","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2014-1-15","","","","True","",""
"House Assembly","2014-1-15","8:45:00 AM","","9:00:00 AM","False","",""
"Music: AB final deadline date for receipt of online Music Exam entries","2014-1-15","9:00:00 AM","","1:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-1-15","12:15:00 PM","","1:15:00 PM","False","",""
"Late ASEE 11+ exams","2014-1-15","12:30:00 PM","","4:30:00 PM","False","",""
"Tennis; Aegon Senior Students v Dr Challoner's","2014-1-15","2:00:00 PM","","3:00:00 PM","False","",""
"Hockey v Pangbourne: 3rd, 16B (H); 14B, 14C (A)","2014-1-15","2:30:00 PM","","4:30:00 PM","False","",""
"Football v Cokethorpe: U15A, UI15B, U14A, U14B (H); 1st XI, 2nd XI, 3rd XI, 4th XI (A)","2014-1-15","3:00:00 PM","","3:00:00 PM","False","",""
"Football v Caldicott: U13A, U13B, U12A, U12B (A)","2014-1-15","3:00:00 PM","","3:00:00 PM","False","",""
"""Bull"" Joint Senior Show Tech/Dress Rehearsal","2014-1-15","4:30:00 PM","","8:30:00 PM","False","",""
"WEEK A","2014-1-16","","","","True","",""
"History Society: Gary Sheffield, ""2014 and the commemoration of WW1"", CMR","2014-1-16","4:00:00 PM","","4:00:00 PM","False","","DRM"
"Piano Masterclass, Amey Theatre","2014-1-16","7:00:00 PM","","7:00:00 PM","False","","Admission free"
"“Bull”, Joint Senior Show, 1st performance, St Helen's","2014-1-16","7:00:00 PM","","9:00:00 PM","False","",""
"WEEK A","2014-1-17","","","","True","",""
"5th Year Art GCSE starter workshop","2014-1-17","9:00:00 AM","","5:00:00 PM","False","",""
"Lunchtime Informal Concert","2014-1-17","1:10:00 PM","","1:10:00 PM","False","",""
"Detention Master: Mr Marriott","2014-1-17","5:00:00 PM","","7:00:00 PM","False","",""
"“Bull”, Joint Senior Show, 2nd performance, St Helen's","2014-1-17","7:00:00 PM","","9:00:00 PM","False","",""
"Duty Masters: Mr Dempsey and Mr Fisher","2014-1-18","","","","True","",""
"Rowing: Basher Head 1","2014-1-18","","","","True","",""
"Football v Aylesbury Grammar: U16A, U16B, U14A,U14B (H); U15A, U15B (A)","2014-1-18","10:30:00 AM","","10:30:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-1-18","11:00:00 AM","","12:00:00 PM","False","",""
"Hockey v Wellington College: 1st, 2nd, 3rd, 15A, 15B, 15C (H); 16A, 16B, 14A, 14B, 14C, 14D (A)","2014-1-18","1:30:00 PM","","4:30:00 PM","False","",""
"Badminton v Bromsgrove (A)","2014-1-18","2:00:00 PM","","2:00:00 PM","False","",""
"Fencing v Wellington College (H)","2014-1-18","2:30:00 PM","","2:30:00 PM","False","","NF"
"Rowing: FASBC J14 Tea Party","2014-1-18","2:30:00 PM","","3:30:00 PM","False","",""
"Boarders' Activities: Film night (in school)","2014-1-18","7:00:00 PM","","7:00:00 PM","False","",""
"2nd Sunday of Epiphany","2014-1-19","","","","True","",""
"Boarders' Activities: Harry Potter World","2014-1-19","","","","True","",""
"St Helen's Joint Senior Show rehearsal, YPH, St Helen's","2014-1-19","2:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2014-1-20","","","","True","",""
"WEEK B","2014-1-21","","","","True","",""
"Football v Our Lady's: U13A, U13B (H)","2014-1-21","3:30:00 PM","","3:30:00 PM","False","",""
"Lower Sixth theatre trip: Twelfth Night, Oxford Playhouse","2014-1-21","7:30:00 PM","","7:30:00 PM","False","","EJW"
"WEEK B","2014-1-22","","","","True","",""
"Head's Assembly","2014-1-22","8:45:00 AM","","9:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-1-22","12:15:00 PM","","1:15:00 PM","False","",""
"Hockey v Stowe: 1st, 2nd, 16A, 16B (A); 15A, 15B, 15C (H)","2014-1-22","2:30:00 PM","","4:30:00 PM","False","",""
"Football v Larkmead: U14A, U15A (A)","2014-1-22","3:00:00 PM","","3:00:00 PM","False","",""
"Governors' Finance committee (time tbc)","2014-1-22","5:00:00 PM","","5:00:00 PM","False","",""
"(Music Scholars' Concert No.3) - MOVED to 23rd January","2014-1-22","7:00:00 PM","","7:00:00 PM","False","","Admission free."
"Abingdon Naturalists, Ingham Room","2014-1-22","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2014-1-23","","","","True","",""
"Sixth Form trip to Cardiff for prospective Medics","2014-1-23","9:00:00 AM","","9:00:00 AM","False","",""
"Cross country: Vale of White Horse Championships","2014-1-23","12:00:00 PM","","12:00:00 PM","False","",""
"Parents' Information Evening - Biology Field Trip to Honduras 2015 (for parents of interested boys in 4th, 5th & Lower Sixth), Amey Theatre","2014-1-23","7:00:00 PM","","7:00:00 PM","False","","RMT"
"Music Scholars' Concert No.3, CMR","2014-1-23","7:00:00 PM","","7:00:00 PM","False","","Admission Free"
"WEEK B","2014-1-24","","","","True","",""
"(SHOULD READ 27 JANUARY) 3rd Year Big Physics Trip( for a small number of boys), Birmingham University","2014-1-24","8:00:00 AM","","4:30:00 PM","False","","BDS"
"Lunchtime Informal Concert","2014-1-24","1:10:00 PM","","1:10:00 PM","False","",""
"Lower & Upper Sixth Economics Society Lecture, Professor Brian Hodgkinson, Duffield Library, St Helen's","2014-1-24","4:00:00 PM","","4:00:00 PM","False","","NF"
"U16 Oxfordshire County Hockey Tournament","2014-1-24","4:30:00 PM","","6:30:00 PM","False","",""
"Detention Master: Mr Christodoulou","2014-1-24","5:00:00 PM","","7:00:00 PM","False","",""
"Concert Trip Philharmonia Orchestra - Andris Nelsons, Sheldonian Theatre, Oxford","2014-1-24","7:30:00 PM","","7:30:00 PM","False","",""
"Duty Masters: Mr Fishpool and Mr Stinton","2014-1-25","","","","True","",""
"Boarders’ Activities: tbc","2014-1-25","","","","True","",""
"Shooting vs Dauntsey's (H)","2014-1-25","9:00:00 AM","","9:00:00 AM","False","",""
"Young Enterprise, Cowley Trade Fair, Templars Square Shopping Centre","2014-1-25","9:00:00 AM","","4:00:00 PM","False","","NF"
"Taster Morning (3rd Year 2016)	","2014-1-25","9:30:00 AM","","12:00:00 PM","False","",""
"Football v Hampton FC: U16A (H)","2014-1-25","10:30:00 AM","","10:30:00 AM","False","",""
"Hockey v Bloxham: 13A, 13B, 12A, 12B (A)","2014-1-25","11:00:00 AM","","1:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-1-25","11:00:00 AM","","12:00:00 PM","False","",""
"Hockey v Bloxham: 1st, 2nd, 3rd, 16A, 15C, 14C (H); 15A, 15B, 14A, 14B (A)","2014-1-25","1:30:00 PM","","4:30:00 PM","False","",""
"Football vs Merchant Taylors 1st xi, 2nd xi, 3rd xi, (A)","2014-1-25","2:30:00 PM","","4:30:00 PM","False","",""
"Boarders’ Activities: Golf - driving range	","2014-1-26","","","","True","",""
"3rd Sunday of Epiphany","2014-1-26","","","","True","",""
"St Helen’s Joint Senior Show Rehearsal, YPH St Helen’s","2014-1-26","2:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2014-1-27","","","","True","",""
"3rd Year Big Physics Trip (for a small number of boys), Birmingham University","2014-1-27","8:00:00 AM","","8:00:00 AM","False","","BDS"
"1st Year 2014 Interviews (until 30th Jan.)","2014-1-27","8:30:00 AM","","5:00:00 PM","False","",""
"Abingdon 3rd Year Drama Production Dress Rehearsal, Amey Theatre","2014-1-27","1:00:00 PM","","5:00:00 PM","False","",""
"5th Year Tutors' meeting","2014-1-27","1:05:00 PM","","1:05:00 PM","False","","PDBG"
"5th Year Parents' Evening, Amey Theatre & CMR","2014-1-27","5:30:00 PM","","5:30:00 PM","False","",""
"WEEK A","2014-1-28","","","","True","",""
"Lower Sixth trip to Oxford University for prospective applicants (Arts)","2014-1-28","9:00:00 AM","","9:00:00 AM","False","",""
"Cross country: County Championships","2014-1-28","12:00:00 PM","","12:00:00 PM","False","",""
"Football v Our Lady's: U12A, U12B (H)","2014-1-28","3:30:00 PM","","3:30:00 PM","False","",""
"School Organists - Joint Recital, Chapel","2014-1-28","5:00:00 PM","","5:00:00 PM","False","",""
"CANCELLED: Rotary Youth Speaks public speaking competition","2014-1-28","6:00:00 PM","","6:00:00 PM","False","","RY"
"Abingdon 3rd Year Show 1 ""Biggles Flies a Fokker Home"", Amey Theatre","2014-1-28","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2014-1-29","","","","True","",""
"3rd Year Vaccinations, Sports Centre","2014-1-29","","","","True","",""
"House Assembly","2014-1-29","8:45:00 AM","","9:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-1-29","12:15:00 PM","","1:15:00 PM","False","",""
"Hockey v John Hampden GS (National Cup, Rd 2): 1st (A)","2014-1-29","2:30:00 PM","","4:30:00 PM","False","",""
"Governors' Education committee","2014-1-29","5:30:00 PM","","5:30:00 PM","False","",""
"Abingdon 3rd Year Show 2, ""Biggles Flies a Fokker Home"", Amey Theatre","2014-1-29","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2014-1-30","","","","True","",""
"Maths Challenge: BMO2","2014-1-30","9:00:00 AM","","9:00:00 AM","False","",""
"1.4 Billion - presentation to Upper Sixth Geographers, CMR","2014-1-30","1:45:00 PM","","1:45:00 PM","False","","ICF"
"New Year's Charity Concert, Amey Theatre","2014-1-30","7:00:00 PM","","7:00:00 PM","False","","£6, £4 concessions, £16 family"
"WEEK A","2014-1-31","","","","True","",""
"Discover Abingdon, Amey Theatre Foyer and Entertainment Suite","2014-1-31","10:00:00 AM","","12:00:00 PM","False","",""
"Lunchtime Informal Concert","2014-1-31","1:10:00 PM","","1:10:00 PM","False","",""
"Materials Science/Engineering Lecture: Caroline Detchenique (Imperial College), Lab S22","2014-1-31","4:15:00 PM","","5:15:00 PM","False","","SJ"
"U14 Oxfordshire County Hockey Tournament","2014-1-31","4:30:00 PM","","6:30:00 PM","False","",""
"Detention Master: Mr O'Doherty","2014-1-31","5:00:00 PM","","7:00:00 PM","False","",""
"Boarders’ Activities: Chinese New Year Celebrations","2014-1-31","7:00:00 PM","","7:00:00 PM","False","",""
"Duty Masters: Ms Hancock and Mrs Griffiths","2014-2-1","","","","True","",""
"St Helen’s Joint Senior Show Tech Rehearsal 1","2014-2-1","10:00:00 AM","","6:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-2-1","11:00:00 AM","","12:00:00 PM","False","",""
"Hockey v Marlborough College: 1st, 2nd, 3rd, 15A, 15B, 15C (A); 16A, 16B, 14A, 14B, 14C, 14D (H)","2014-2-1","1:30:00 PM","","4:30:00 PM","False","",""
"Football v Haberdashers: U16A, U16B (H); 1st XI, 2nd XI, 3rd XI (A)","2014-2-1","2:30:00 PM","","2:30:00 PM","False","",""
"Boarders’ Activities: Bowling","2014-2-2","","","","True","",""
"4th Sunday of Epiphany. The presentation of Christ in the temple (Candlemas)","2014-2-2","","","","True","",""
"St Helen’s Joint Senior Show, Tech Rehearsal 2","2014-2-2","10:00:00 AM","","6:00:00 PM","False","",""
"Rugby: Shiplake 7's; U18 (A)","2014-2-2","10:00:00 AM","","4:00:00 PM","False","",""
"Hockey Indoor Supersixes - U15 @ Wembley","2014-2-2","12:00:00 PM","","1:00:00 PM","False","",""
"WEEK B","2014-2-3","","","","True","",""
"UK Linguists Olympiad, 2014 (3rd-7th Feb.)","2014-2-3","9:00:00 AM","","9:00:00 AM","False","","VP"
"Lower Sixth trip to Cambridge University for prospective applicants (Art & Sciences)","2014-2-3","9:00:00 AM","","9:00:00 AM","False","",""
"St Helen’s Joint Senior Show Tech/Dress Rehearsal 1, YPH St Helen’s","2014-2-3","4:30:00 PM","","8:30:00 PM","False","",""
"WEEK B","2014-2-4","","","","True","",""
"Oxford Union Schools' Debating Competition, Cheney School","2014-2-4","9:00:00 AM","","9:00:00 AM","False","","RY"
"Upper and Lower Sixth General Studies Lecture Amey Theatre","2014-2-4","9:50:00 AM","","9:50:00 AM","False","",""
"Economics: Sixth Form Conference, Radley College","2014-2-4","10:30:00 AM","","3:30:00 PM","False","","NF"
"St Helen’s Joint Senior Show Tech/Dress Rehearsal 2, YPH St Helen’s","2014-2-4","1:00:00 PM","","5:00:00 PM","False","",""
"Lower Sixth UCAS talk, Amey Theatre","2014-2-4","1:45:00 PM","","1:45:00 PM","False","","APS"
"Badminton v Rugby (H)","2014-2-4","3:00:00 PM","","3:00:00 PM","False","",""
"Football v Dragon: U13A, U13B, U12A, U12B (A)","2014-2-4","3:00:00 PM","","3:00:00 PM","False","",""
"Roysse Society Lecture by Stephen Clarke, CMR","2014-2-4","5:30:00 PM","","5:30:00 PM","False","",""
"WEEK B","2014-2-5","","","","True","",""
"Head's Assembly (Orchestra playing ""Rhapsody in Blue""","2014-2-5","8:45:00 AM","","9:15:00 AM","False","",""
"Upper Sixth Ethics Conference, Oxford","2014-2-5","9:00:00 AM","","4:00:00 PM","False","","GRM"
"Chinese New Year event, Amey Theatre Foyer","2014-2-5","10:00:00 AM","","12:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-2-5","12:15:00 PM","","1:15:00 PM","False","",""
"Chilingirian Workshop, Amey Theatre Foyer, Ingham Room and CMR","2014-2-5","1:00:00 PM","","5:00:00 PM","False","","MAS"
"Football v Reading Blue Coat: 1st XI, 2nd XI, 3rd XI, 4th XI (H)","2014-2-5","3:00:00 PM","","3:00:00 PM","False","",""
"Hockey v Dragon: 13B, 12A (A)","2014-2-5","3:15:00 PM","","4:45:00 PM","False","",""
"Chilingirian concert, Amey Theatre and Foyer","2014-2-5","7:00:00 PM","","9:30:00 PM","False","",""
"St Helen’s Joint Senior Show ""Guys and Dolls"", Performance 1, YPH, St Helen's","2014-2-5","7:00:00 PM","","10:00:00 PM","False","",""
"WEEK B","2014-2-6","","","","True","",""
"1st Year trip: ""Taming of the Shrew"", Stratford","2014-2-6","8:45:00 AM","","8:45:00 AM","False","","EJW"
"Intermediate Maths Challenge","2014-2-6","9:00:00 AM","","9:00:00 AM","False","",""
"Music Scholarship and Exhibitions 11+, 13+ and Sixth Form","2014-2-6","9:00:00 AM","","9:00:00 AM","False","",""
"Sixth Form Art trip to Galleries","2014-2-6","9:00:00 AM","","9:00:00 AM","False","","EOD"
"Classical Association Conference for AS/A2 Latin at OHS","2014-2-6","9:00:00 AM","","12:00:00 PM","False","",""
"Swimming: Warwick 100's; 18's, 16's 14's (A)","2014-2-6","1:00:00 PM","","3:00:00 PM","False","",""
"Parents' Prayer Group meeting, Abingdon Prep. School","2014-2-6","8:00:00 PM","","8:00:00 PM","False","",""
"WEEK B","2014-2-7","","","","True","",""
"UK Linguists Olympiad, CMR","2014-2-7","9:00:00 AM","","12:00:00 PM","False","","VP"
"Genesis, Entertainment Suite","2014-2-7","1:00:00 PM","","5:00:00 PM","False","","MKTH"
"Lunchtime Informal Concert","2014-2-7","1:10:00 PM","","1:10:00 PM","False","",""
"Detention Master: Mr Franklin","2014-2-7","5:00:00 PM","","7:00:00 PM","False","",""
"CCF Contingent Dinner","2014-2-7","7:00:00 PM","","7:00:00 PM","False","",""
"St Helen’s Joint Senior Show ""Guys and Dolls"", Performance 2, YPH, St Helen's","2014-2-7","7:00:00 PM","","10:00:00 PM","False","",""
"ASPA Quiz Night, Entertainment Suite","2014-2-7","7:30:00 PM","","11:00:00 PM","False","",""
"Duty Masters: Miss Hicks and Dr Howe","2014-2-8","","","","True","",""
"Sixth Form 2014 Exams","2014-2-8","8:15:00 AM","","4:00:00 PM","False","",""
"Football v Reading Grammar: U16A, U16B, U14A, U14B (H); U15A, U15B (A)","2014-2-8","10:00:00 AM","","12:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2014-2-8","11:00:00 AM","","12:00:00 PM","False","",""
"Cross Country: Wellington College Relays","2014-2-8","12:00:00 PM","","6:00:00 PM","False","",""
"L6/U6 New Views Writers theatre trip: ""Blurred Lines"", National Theatre Shed","2014-2-8","12:00:00 PM","","7:00:00 PM","False","",""
"Hockey v Eton College: 1st, 2nd, 3rd, 15A, 15B (A); 16A, 16B, 15C, 14A, 14B, 14C, 14D (H)","2014-2-8","1:30:00 PM","","4:30:00 PM","False","",""
"Badminton v Wellington (A)","2014-2-8","2:00:00 PM","","2:00:00 PM","False","",""
"Fencing v Harrow (H)","2014-2-8","2:00:00 PM","","2:00:00 PM","False","","NF"
"4th Sunday before Lent","2014-2-9","","","","True","",""
"Boarders’ Activities: Ice-skating","2014-2-9","","","","True","","NP"
"Rowing: GB invite training Seniors","2014-2-9","","","","True","",""
"CCF RAF Air Squadron Trophy Competition","2014-2-9","","","","True","","DH"
"Frances Kitching Award Auditions, Abingdon Music Centre","2014-2-9","10:00:00 AM","","10:00:00 AM","False","",""
"Musicians' trip to Unicorn Theatre, Abingdon: ""Margarita and the House of Love–A Spanish Story""","2014-2-9","7:30:00 PM","","7:30:00 PM","False","",""
"WEEK A","2014-2-10","","","","True","",""
"3rd Year Scholars' trip to Portsmouth","2014-2-10","9:00:00 AM","","9:00:00 AM","False","",""
"Fifth Year Geography Fieldwork Day, Amey Theatre","2014-2-10","11:10:00 AM","","11:10:00 AM","False","","ICF"
"House General Knowledge Challenge begins","2014-2-10","12:00:00 PM","","1:00:00 PM","False","",""
"Safer Internet Day","2014-2-11","","","","True","",""
"WEEK A","2014-2-11","","","","True","",""
"Lower Sixth UCAS talk, Amey Theatre","2014-2-11","1:45:00 PM","","1:45:00 PM","False","","APS"
"UCL Pre-play Lecture: ""Clouds""","2014-2-11","3:40:00 PM","","3:40:00 PM","False","",""
"Chemistry Lecture: Prof Mike Searle, Oxford University Earth Science Department ""Colliding Continents; the Making of the Himalaya, Karakoram and Tibet"", Sports Centre Hospitality Suite","2014-2-11","4:00:00 PM","","5:00:00 PM","False","","MIL"
"Boarders' Chapel","2014-2-11","6:00:00 PM","","6:00:00 PM","False","",""
"German exchange to Bielefeld (until 20th Feb.)","2014-2-12","","","","True","",""
"WEEK A","2014-2-12","","","","True","",""
"CCF Field Day","2014-2-12","","","","True","",""
"House Assembly","2014-2-12","8:45:00 AM","","9:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-2-12","12:15:00 PM","","1:15:00 PM","False","",""
"Lower School eSafety Talk: ""Your Son and the Internet"", CMR","2014-2-12","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2014-2-13","","","","True","",""
"Pro Corda Chamber Competition Qualifiers Round, CMR","2014-2-13","9:00:00 AM","","5:00:00 PM","False","",""
"Drama: Upper Sixth SWED / Lower Sixth Exploration Notes Final Deadline hand-in in lessons","2014-2-13","9:00:00 AM","","9:00:00 AM","False","",""
"Cross Country: Radley College Relays","2014-2-13","1:00:00 PM","","5:00:00 PM","False","",""
"Detention Master: Mr Southwell-Sander","2014-2-13","5:00:00 PM","","7:00:00 PM","False","",""
"Hockey v Kent College (National Cup Rd 3): 1st (A)","2014-2-13","5:00:00 PM","","7:30:00 PM","False","",""
