Thread ID: 15070140
Fiber ID: 68236160
Total: 6503.513376
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Callbacks::Callback#matches? 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::Association#validate_options 
  0.00      0.000     0.000     0.000     0.000       21  *ActiveRecord::AttributeMethods::Read::ClassMethods#cacheable_column? 
  0.00      0.001     0.000     0.000     0.001        4   Proc#yield 
  0.00      0.000     0.000     0.000     0.000        9   Set#add 
  0.00      0.000     0.000     0.000     0.000        8   <Module::ActiveSupport::Dependencies>#logger 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#columns 
  0.00      0.000     0.000     0.000     0.000        4   <Module::QualifiedConstUtils>#names 
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::Association>#create_builder 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::AttributeMethods::ClassMethods#initialize_generated_modules 
  0.00      0.000     0.000     0.000     0.000       11   String#downcase 
  0.00      0.000     0.000     0.000     0.000        1   Hash#each_pair 
  0.00      0.001     0.000     0.000     0.001        4   ActiveSupport::Inflector#pluralize 
  0.00      0.000     0.000     0.000     0.000        1   String#scan 
  0.00      0.000     0.000     0.000     0.000        3   String#underscore 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::Column#simplified_type 
  0.00      0.000     0.000     0.000     0.000        6   ActiveSupport::Callbacks::CallbackChain#prepend 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#get_primary_key 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Delegation::DelegateCache#inherited 
  0.00      0.000     0.000     0.000     0.000        2   ActiveSupport::Dependencies#search_for_file 
  0.00      0.000     0.000     0.000     0.000        4   <Module::QualifiedConstUtils>#raise_if_absolute 
  0.00      0.000     0.000     0.000     0.000        5   Enumerable#each_with_object 
  0.00      0.000     0.000     0.000     0.000        4   Module#parent_name 
  0.00      0.000     0.000     0.000     0.000        8   ActiveSupport::Callbacks::Callback#filter 
  0.00      0.000     0.000     0.000     0.000        2   ActiveSupport::Dependencies#qualified_name_for 
  0.00      0.000     0.000     0.000     0.000        3   Hash#each_key 
  0.00      0.001     0.000     0.000     0.001        4   ActiveRecord::ConnectionAdapters::Mysql2Adapter#each_hash 
  0.00      0.000     0.000     0.000     0.000        3   Hash#assert_valid_keys 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter::Column#blob_or_text_column? 
  0.00      0.000     0.000     0.000     0.000        6   ActiveSupport::Callbacks::Conditionals::Value#initialize 
  0.00      0.000     0.000     0.000     0.000        3   Enumerable#flat_map 
  0.00      0.001     0.000     0.000     0.001        4  *ActiveModel::Validations::ClassMethods#validates_with 
  0.00      0.000     0.000     0.000     0.000        2   Module#parent 
  0.00      0.000     0.000     0.000     0.000        7   Array#unshift 
  0.00      0.003     0.000     0.000     0.003        2   ActiveRecord::Associations::ClassMethods#has_one 
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Callbacks::CallbackChain#append 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::AttributeMethods::ClassMethods#method_defined_within? 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#strict_mode? 
  0.00      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::Base>#time_zone_aware_attributes 
  0.00      0.000     0.000     0.000     0.000        3   <Module::ActiveSupport::Dependencies>#autoload_paths 
  0.00      0.001     0.000     0.000     0.001        2   ActiveSupport::Dependencies::ClassCache#get 
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::Validator#initialize 
  0.00      0.000     0.000     0.000     0.000        7   Module#included 
  0.00      0.000     0.000     0.000     0.000        2   Module#initialize 
  0.00      0.000     0.000     0.000     0.000        2   Module#parents 
  0.00      0.003     0.000     0.000     0.003        5   ActiveRecord::ModelSchema::ClassMethods#columns_hash 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::Builder::HasOne#valid_options 
  0.00      0.000     0.000     0.000     0.000        3  *ActiveRecord::Enum#inherited 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::SingularAssociation#valid_options 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::Inheritance::ClassMethods#compute_type 
  0.00      0.000     0.000     0.000     0.000        3   IO#puts 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Mysql2Adapter#new_column 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#reset_primary_key 
  0.00      0.000     0.000     0.000     0.000        4   String#downcase! 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::AssociationReflection#calculate_constructable 
  0.00      0.001     0.000     0.000     0.001        1   WillPaginate::PerPage::Inheritance#inherited 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ModelSchema::ClassMethods#reset_table_name 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Column#extract_precision 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter::Column#missing_default_forged_as_empty_string? 
  0.00      0.000     0.000     0.000     0.000        3   <Module::ActiveRecord::AutosaveAssociation::AssociationBuilderExtension>#valid_options 
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::Validations::ClassMethods#_parse_validates_options 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Column#extract_scale 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Delegation::DelegateCache#initialize_relation_delegate_cache 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#belongs_to? 
  0.00      0.000     0.000     0.000     0.000        6   Module#extended 
  0.00      0.000     0.000     0.000     0.000        3   <Module::ActiveSupport::Dependencies>#loaded 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#dangerous_attribute_method? 
  0.00      0.000     0.000     0.000     0.000        2   IO#set_encoding 
  0.00      0.001     0.000     0.000     0.001        3  *ActiveModel::Validations::ClassMethods#inherited 
  0.00      0.000     0.000     0.000     0.000        1   Mutex_m#mu_extended 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::AssociationReflection#collection? 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Mysql2Adapter::Column#adapter 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::Associations::ClassMethods#belongs_to 
  0.00      0.003     0.000     0.000     0.003        2   ActiveRecord::ModelSchema::ClassMethods#columns 
  0.00      0.001     0.000     0.000     0.001        2   <Class::ActiveRecord::Associations::Builder::HasOne>#add_before_destroy_callbacks 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::DynamicMatchers::Finder#attributes_hash 
  0.00      0.000     0.000     0.000     0.000        2   Module#local_constants 
  0.00      0.003     0.000     0.000     0.003        1   <Class::Era(id: integer, name: string, starts_on: date, ends_on: date, created_at: datetime, updated_at: datetime, source_id: integer)>#find_by_source_id 
  0.00      0.001     0.000     0.000     0.001        1   ActiveModel::Observing::ClassMethods#inherited 
  0.00      0.000     0.000     0.000     0.000        2   Hash#except 
  0.00      0.000     0.000     0.000     0.000        3   Kernel#puts 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::AttributeMethods::ClassMethods#inherited 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Inheritance::ClassMethods#descends_from_active_record? 
  0.00      0.000     0.000     0.000     0.000        2   Module#anonymous? 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::AutosaveAssociation::ClassMethods#define_non_cyclic_method 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::DynamicMatchers::Method>#pattern 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies::WatchStack#new_constants 
  0.00      0.000     0.000     0.000     0.000        3   String#match 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::DynamicMatchers::Finder#result 
  0.00      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::ConnectionAdapters::AbstractAdapter>#type_cast_config_to_boolean 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#log 
  0.00      0.000     0.000     0.000     0.000        3   String#capitalize 
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::DynamicMatchers::Method>#match 
  0.00      0.000     0.000     0.000     0.000        2   Kernel#to_enum 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport::DescendantsTracker>#store_inherited 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::Column#extract_limit 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::DescendantsTracker#inherited 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Column#extract_default 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies#autoloadable_module? 
  0.00      0.000     0.000     0.000     0.000        2   Kernel#lambda 
  0.00      0.000     0.000     0.000     0.000        2   WillPaginate::PerPage#per_page= 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#derive_class_name 
  0.00      0.000     0.000     0.000     0.000        1   Module#ancestors 
  0.00      0.000     0.000     0.000     0.000        1   Array#uniq! 
  0.00      0.000     0.000     0.000     0.000        3   Mutex#synchronize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_accessors 
  0.00      0.000     0.000     0.000     0.000        2   Hash#except! 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::AssociationReflection#constructable? 
  0.00      0.000     0.000     0.000     0.000        2  *WillPaginate::PerPage#per_page 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#tables 
  0.00      0.000     0.000     0.000     0.000        1   Set#initialize 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::DynamicMatchers::Finder#signature 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#can_find_inverse_of_automatically? 
  0.00      0.000     0.000     0.000     0.000        7   String#index 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::MacroReflection#class_name 
  0.00      0.000     0.000     0.000     0.000        2  *ActiveRecord::ModelSchema::ClassMethods#undecorated_table_name 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Mutex_m>#extend_object 
  0.00      0.000     0.000     0.000     0.000        3   ThreadSafe::MriCacheBackend#[]= 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Mysql2Adapter#set_field_encoding 
  0.00      0.000     0.000     0.000     0.000        3   Enumerable#find 
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::Validations::ClassMethods#_validates_default_keys 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#primary_key_prefix_type 
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Associations::Builder::HasOne>#valid_dependent_options 
  0.00      0.000     0.000     0.000     0.000        4   Hash#delete 
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::Validator#deprecated_setup 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::DynamicMatchers::Finder#body 
  0.00      0.003     0.000     0.000     0.003        2   ActiveRecord::DynamicMatchers::Method#valid? 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#quote_column_name 
  0.00      0.000     0.000     0.000     0.000        2  *ActiveRecord::ModelSchema::ClassMethods#full_table_name_prefix 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies#autoload_module! 
  0.00      0.001     0.000     0.000     0.001        2   Enumerator#each 
  0.00      0.000     0.000     0.000     0.000        4   Class#inherited 
  0.00      0.000     0.000     0.000     0.000        3   ThreadSafe::NonConcurrentCacheBackend#[]= 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Associations::Builder::BelongsTo#valid_options 
  0.00      0.000     0.000     0.000     0.000        1   Mutex_m#mu_initialize 
  0.00      0.000     0.000     0.000     0.000        1   ActiveModel::Observing::ClassMethods#notify_observers 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::ConnectionHandler#owner_to_pool 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies#load? 
  0.00      0.000     0.000     0.000     0.000        2   <Module::ActiveSupport::Dependencies>#constant_watch_stack 
  0.00      0.000     0.000     0.000     0.000        1   Set#merge 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::Association#define_extensions 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#pk_and_sequence_for 
  0.00      0.000     0.000     0.000     0.000        3   Module#private_method_defined? 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ModelSchema::ClassMethods#table_exists? 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::SchemaCache#primary_keys 
  0.00      0.000     0.000     0.000     0.000        1   Hash#deep_dup 
  0.00      0.003     0.000     0.000     0.003        2   Enumerable#all? 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::Builder::HasOne#macro 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Inheritance::ClassMethods#abstract_class? 
  0.00      0.000     0.000     0.000     0.000        7   Kernel#initialize_copy 
  0.00      0.000     0.000     0.000     0.000        1   String#delete 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Mutex_m>#define_aliases 
  0.00      0.000     0.000     0.000     0.000        2   MatchData#[] 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#equal? 
  0.00      0.000     0.000     0.000     0.000        1   Exception#initialize 
  0.00      0.000     0.000     0.000     0.000        2   Hash#replace 
  0.00      0.000     0.000     0.000     0.000        2   Enumerable#find_all 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Kernel>#raise 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#table_exists? 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::DynamicMatchers::FindBy#finder 
  0.00      0.000     0.000     0.000     0.000        1   Method#call 
  0.00      0.000     0.000     0.000     0.000        2   Hash#default_proc 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector#demodulize 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies::WatchStack#watch_namespaces 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#derive_foreign_key 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies::WatchStack#pop_modules 
  0.00      0.000     0.000     0.000     0.000        1   ActiveModel::Observing::ClassMethods#observer_instances 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Core::ClassMethods#arel_engine 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#primary_key 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#primary_key= 
  0.00      0.000     0.000     0.000     0.000        2   Hash#default 
  0.00      0.000     0.000     0.000     0.000        1   String#demodulize 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport::Dependencies>#warnings_on_first_load 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#valid_inverse_reflection? 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::ConnectionAdapters::SchemaCache#columns 
  0.00      0.000     0.000     0.000     0.000        2   Exception#backtrace 
  0.00      0.000     0.000     0.000     0.000        2   ThreadSafe::NonConcurrentCacheBackend#get_or_default 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionHandler#pool_from_any_process_for 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport::Dependencies>#mechanism 
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::EachValidator#check_validity! 
  0.00      0.000     0.000     0.000     0.000        2   Hash#default= 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies#load_once_path? 
  0.00      0.000     0.000     0.000     0.000        2   Array#* 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#each_pair 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::Cache#values 
  0.00      0.000     0.000     0.000     0.000        2   Hash#[] 
  0.00      0.000     0.000     0.000     0.000        1   String#rindex 
  0.00      0.000     0.000     0.000     0.000        2   Kernel#freeze 
  0.00      0.000     0.000     0.000     0.000        2   <Module::ActiveSupport::Dependencies>#autoloaded_constants 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#collect 
  0.00      0.000     0.000     0.000     0.000        1   Set#do_with_enum 
  0.00      0.000     0.000     0.000     0.000        1   NameError#initialize 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Associations::Builder::BelongsTo#macro 
  0.00      0.000     0.000     0.000     0.000        1   String#to_i 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#first 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::AttributeMethods::TimeZoneConversion::Type#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Exception>#exception 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#to_set 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#=== 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport::Dependencies>#autoload_once_paths 
  0.00      0.000     0.000     0.000     0.000        1   Exception#set_backtrace 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#dupped_backend 
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveSupport::Dependencies>#history 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#each_entry 
  0.00      0.000     0.000     0.000     0.000        1   Module#<= 

* indicates recursively called methods
